sample_id,question,gold_answer,supporting_sentence,answer_type,difficulty,category_group,page_title,section_title,chunk_id,quality_score,n_clean_contexts,decision,question_clear,answer_in_evidence,answer_unique,needs_title,time_sensitive_ok,notes
seed_000036,What percentage of the Philippines' GDP does the region account for?,36%,The region accounts for 36% of the gross domestic product (GDP) of the Philippines.,numeric,easy,location,Metro Manila,Lead,72340_1365785909_0_1,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000037,When did Rio de Janeiro stop being the capital of Brazil?,1960,Rio de Janeiro was the country's capital between 1763 and 1960.,date,easy,location,Capitals of Brazil,Lead,13458361_1342729731_0_0,1.0,8,fix,yes,yes,no,yes,yes,multiple candidate values of the same type appear in the sentence - check uniqueness
seed_000038,What type of court did Welsh kings maintain during this period?,itinerant,"Welsh kings would maintain an itinerant court, as was the norm in medieval Europe.",other,easy,location,Capital of Wales,History,169332_1363135724_1_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000039,Which year did the Metropolitan Area Readjustment Act come into effect?,1956,"Article 2 of the Metropolitan Area Readjustment Act (首都圏整備法) of 1956 states: ""In this Act, the term 'capital area' shall denote a broad region comprising both the territory of the Tokyo Metropolis as well as outlying regions designated by cabinet order.""",numeric,easy,location,Capital of Japan,Legal status,494807_1364964908_1_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000040,In what year were high-level programming languages introduced?,1958,"The introduction of high-level programming languages in 1958 allowed for more human-readable instructions, making software development easier and more portable across different computer architectures.",numeric,easy,science_technology,Software,Lead,5309_1360134349_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000041,Who are the cosmologists that describe Smoller and Temple's universe as looking essentially identical to the aftermath of the big bang?,Barnes and Lewis,This produces a universe that 'looks essentially identical to the aftermath of the big bang' according to cosmologists Barnes and Lewis.,other,easy,science_technology,Shockwave cosmology,Integration with general relativity,76197486_1284979894_1_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000042,Where did Ryan O'Donnell attend high school?,O'Neill Collegiate and Vocational Institute,"O'Donnell attended the Gifted Program at O'Neill Collegiate and Vocational Institute in Oshawa, Ontario and then went on to complete his B.Sc. in Mathematics and Computer Science at the University of Toronto.",location,easy,science_technology,Ryan O'Donnell (computer scientist),Lead,75556122_1363529828_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000043,What type of software can normally run on many different CPU architectures and operating systems if the interpreter is available for the architecture or operating system?,Interpreted software,"Interpreted software, on the other hand, can normally run on many different CPU architectures and operating systems if the interpreter is available for the architecture or operating system.",other,easy,science_technology,Computer compatibility,Software compatibility,12075392_1361612522_1_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000044,What is the basis of the Linked Data Modeling Language?,YAML,"The Linked Data Modeling Language, or LinkML, is a data modeling framework based on YAML",other,easy,science_technology,LinkML,Lead,81180325_1354102423_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000045,When was Geneva Grosz Belford born?,"May 18, 1932","Geneva Grosz Belford (born May 18, 1932) was a computer scientist who worked at the University of Illinois.",date,easy,science_technology,Geneva G. Belford,Lead,75048716_1355783357_0_0,1.0,8,keep,yes,yes,yes,no,yes,auto-review: looks good
seed_000046,Where is the LEGEND experiment located?,Laboratori Nazionali del Gran Sasso,The Large Enriched Germanium Experiment for Neutrinoless ββ Decay (LEGEND) is a physics experiment located at the Laboratori Nazionali del Gran Sasso (LNGS) in Italy.,location,easy,science_technology,Large Enriched Germanium Experiment for Neutrinoless BB Decay,Lead,81547742_1350756798_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000047,What is the intersection between computer science and political science called?,Computational politics,Computational politics is the intersection between computer science and political science.,other,easy,science_technology,Computational politics,Lead,61580753_1342791371_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000048,When did the special theory of relativity discredit the idea of absolute simultaneity?,1905,"In the modern science of physics, they were gradually contradicted by the work of Galileo, Newton, and others. The idea of absolute simultaneity survived until 1905, when the special theory of relativity and its supporting experiments discredited it.",date,easy,science_technology,Naïve physics,Examples,168907_1292060048_2_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000049,When was the Note Processor released?,1987,The Note Processor is a scorewriter program written by Stephen Dydo and released in 1987 for the IBM PC.,date,easy,science_technology,The Note Processor (software),Lead,82959304_1359714773_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000050,What technique is used in computing to improve performance by retrieving data or instructions before they are needed?,Prefetching,Prefetching is a technique used in computing to improve performance by retrieving data or instructions before they are needed.,other,easy,science_technology,Prefetching,Lead,1806683_1340908364_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000051,What type of software is responsible for formatting media for a specific filesystem on Amiga computers?,Amiga support and maintenance software,"Amiga support and maintenance software performs service functions such as formatting media for a specific filesystem, diagnosing failures that occur on formatted media, data recovery after media failure, and installation of new software for the Amiga family of personal computers—as opposed to application software, which performs business, education, and recreation functions.",other,easy,science_technology,Amiga support and maintenance software,Lead,14436015_1329168497_0_0,1.0,8,keep,yes,yes,yes,no,yes,auto-review: looks good
seed_000052,What operating system does this article focus on the programming languages for?,AmigaOS,"This article deals with programming languages used in the Amiga line of computers, running the AmigaOS operating system and its derivatives AROS and MorphOS.",other,easy,science_technology,Amiga programming languages,Lead,31235619_1329168462_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000053,What is the general designation of computer programs for performing tasks?,Application software,Application software is the general designation of computer programs for performing tasks.,other,easy,science_technology,Software categories,Categorization approaches,30888839_1360849147_2_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000054,When did the practice of developing software using different components widely expand?,late 1990s,Using software components segments the complexity of larger elements into smaller pieces of code and increases flexibility by enabling easier reuse of components to address new requirements. The practice has widely expanded since the late 1990s with the popularization of open-source software (OSS) to help speed up the software development process and reduce time to market.,date,easy,science_technology,Software composition analysis,Background,72218761_1339466037_1_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000055,What is a characteristic of software components or systems that can operate satisfactorily together on the same computer or on different computers linked by a computer network?,software compatibility,"Software compatibility is a characteristic of software components or systems which can operate satisfactorily together on the same computer, or on different computers linked by a computer network.",other,easy,science_technology,Software incompatibility,Lead,14743352_1355060122_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000056,What branch of physics is concerned with high velocities comparable to the speed of light?,special relativity,"Modern physics, however, is concerned with more extreme conditions, such as high velocities that are comparable to the speed of light (special relativity).",other,easy,science_technology,Modern physics,Lead,844186_1355568917_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000057,Where is the CSE building located within Earl Warren College?,Warren Mall,"Like many other academic departments within the Jacobs School of Engineering, the CSE building is situated on Warren Mall within Earl Warren College, one of the eight residential colleges at UC San Diego.",location,easy,science_technology,Computer Science and Engineering Building (UC San Diego),Lead,82815097_1362294769_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000058,What is the formal definition of high availability?,(1 – (down time/ total time))*100%,It can be formally defined as (1 – (down time/ total time))*100%.,numeric,easy,science_technology,High availability software,Lead,45297613_1365359598_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000059,What is the name of the conference where 'Floor control alternatives for distributed videoconferencing over IP networks' was presented?,"2005 International Conference on Collaborative Computing: Networking, Applications and Worksharing","""Floor control alternatives for distributed videoconferencing over IP networks."" 2005 International Conference on Collaborative Computing: Networking, Applications and Worksharing, 2005",organization,easy,science_technology,Patrick Mantey,Selected publications,79443235_1362787208_1_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000060,Which country does not have any treaties as of 2021 according to the passage?,Australia,"As of 2021 no such treaties exist in Australia, and the discussion of treaty rights there is speculative, based on future agreements that may be signed.",location,easy,historical_event,Treaty rights,Lead,17213240_1333742133_0_0,1.0,8,fix,yes,yes,yes,yes,no,phrasing may go stale over time (relative/superlative language)
seed_000061,When was the He-Umezu Agreement made?,10 June 1935,"The He-Umezu Agreement (梅津・何應欽協定, Umezu-Ka Okin Kyōtei) (Chinese: 何梅協定) was a secret agreement between the Republic of China and the Empire of Japan that was concluded on 10 June 1935, two years prior to the outbreak of general hostilities during the Second Sino-Japanese War.",date,easy,historical_event,He–Umezu Agreement,Lead,6625092_1343207348_0_0,1.0,8,keep,yes,yes,yes,no,yes,auto-review: looks good
seed_000062,What term is used for a treaty strictly between two subjects of public international law?,bilateral treaty,"A bilateral treaty (also called a bipartite treaty) is a treaty strictly between two subjects of public international law, generally either sovereign states or international organisations established by treaty.",other,easy,historical_event,Bilateral treaty,Lead,9574282_1278868670_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000063,"In which year did revolutions occur in Russia, Spain, Portugal, and the Italian states?",1820s,"Revolutions during the 1820s included revolutions in Russia (Decembrist revolt), Spain, Portugal, and the Italian states for constitutional monarchies, and for independence from Ottoman rule in Greece.",date,easy,historical_event,Revolutions during the 1820s,Lead,40542606_1346738997_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000064,What is the name of the fictional continent where Ren and Stimpy travel?,Acromeglia,"They travel to a fictional continent named Acromeglia, but not before they idiotically get feminine 'vacation wigs' and stuff useless items including processed meat and chewing gum into their luggage, which they force a wildebeest to carry for them and get on a small airplane to the continent.",location,easy,historical_event,Travelogue (The Ren & Stimpy Show),Plot,78857051_1361896363_1_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000065,When did anti-Western attacks start occurring in Saudi Arabia?,1995,Anti-Western attacks have occurred in Saudi Arabia dating back to 1995.,date,easy,historical_event,Terrorism in Saudi Arabia,Lead,1699087_1358683736_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000066,"What term does the passage use to describe a rapid, fundamental transformation of a society's structures?",revolution,"""In political science, a revolution (Latin: revolutio, 'a turn around') is a rapid, fundamental transformation of a society's class, state, ethnic, or religious structures.",other,easy,historical_event,Revolution,Lead,25964_1357906339_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000067,What is the Marxist concept described in the passage?,World revolution,World revolution is the Marxist concept of overthrowing capitalism in all countries through the conscious revolutionary action of the organized working class.,other,easy,historical_event,World revolution,Lead,43349892_1353813025_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000068,What percentage of Mongolia's population at the time were the estimated victims of the Great Repression?,three to five percent,"Estimates differ but anywhere between 20,000 and 35,000 'enemies of the revolution' were executed, a figure representing three to five percent of Mongolia's population at the time.",numeric,medium,historical_event,Stalinist repressions in Mongolia,Lead,13702201_1365460598_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000069,What event led to the establishment of the State of Israel and the displacement of more than half of the mandate's Palestinian Arab population?,1948 Palestine war,"During the ensuing 1948 Palestine war, the State of Israel was founded and more than half of the mandate's predominantly Palestinian Arab population fled or were expelled by Israeli forces, referred to by Palestinians as the Nakba.",date,medium,historical_event,Israeli–Palestinian conflict,Lead,46216_1366016199_0_1,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000070,When was the original Treaty on European Union signed?,1992,"The Treaty on European Union (originally signed in Maastricht in 1992, The Maastricht Treaty)",date,easy,historical_event,Treaties of the European Union,Lead,43650454_1359074948_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000071,When did Tekoşîna Anarşîst release its official statement announcing its existence?,"January 10, 2019","the unit did not publicly announce its existence until January 10, 2019, when it released an official statement, quickly picked up by websites such as It's Going Down, Enough is Enough and Voices in Movement.",date,easy,historical_event,Anarchist Struggle,History,65877898_1360671179_1_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000072,What year did the discovery of gold in Witwatersrand occur?,1886,The Mineral Revolution was caused by the discovery of diamonds in Kimberley in 1867 and also by the discovery of gold in Witwatersrand in 1886.,date,easy,historical_event,Mineral Revolution,Lead,6001095_1345668815_0_0,1.0,8,fix,yes,yes,no,yes,yes,multiple candidate values of the same type appear in the sentence - check uniqueness
seed_000073,Which tribunal tried and executed the top leaders responsible for starting World War II?,Nuremberg Tribunal and Tokyo Tribunal,"the pact served as the legal basis for the concept of a crime against peace, for which the Nuremberg Tribunal and Tokyo Tribunal tried and executed the top leaders responsible for starting World War II.",organization,easy,historical_event,Kellogg–Briand Pact,Lead,17023_1363802558_0_1,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000074,What event significantly contributed to the high concentration of wealth in the hands of a few during the Renaissance?,Black Death,It also was a period when there was a high concentration of wealth in the hands of a few (the Black Death had wiped out nearly a third of the population a century before).,other,easy,historical_event,Price revolution,Background,42616_1365350301_1_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000075,When did Iceland expand its territorial waters to 12 nautical miles?,1958,"In 1958, Iceland expanded its territorial waters to 12 nmi (22 km) and banned foreign fishing fleets.",date,easy,historical_event,Cod Wars,Lead,185365_1359666376_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000076,When did the United Nations General Assembly pass resolution 97?,14 December 1946,"On 14 December 1946, the United Nations General Assembly passed resolution 97, which laid the rules for the registration of international agreements by the UN Secretariat.",date,easy,historical_event,Treaty series,United Nations,8665239_1350684803_2_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000077,Where did the HRA have branches?,"West Bengal, Agra, Allahabad, Benares, Cawnpore, Lucknow, Saharanpur and Shahjahanpur","The HRA had branches in West Bengal, Agra, Allahabad, Benares, Cawnpore, Lucknow, Saharanpur and Shahjahanpur.",location,easy,historical_event,Communist involvement in the Indian independence movement,Hindustan Socialist Republican Association,71481346_1348434033_2_0,1.0,8,fix,yes,yes,yes,yes,no,phrasing may go stale over time (relative/superlative language)
seed_000078,When did the conflicts begin according to the passage?,1809,"If defined strictly in terms of military campaigns, the time period in question ranged from the 1809 Battle of Chacaltaya in present-day Bolivia, to the 1829 Battle of Tampico in Mexico.",date,easy,historical_event,Spanish American wars of independence,Lead,20954277_1364295488_0_0,1.0,8,fix,yes,yes,no,yes,no,multiple candidate values of the same type appear in the sentence - check uniqueness; phrasing may go stale over time (relative/superlative language)
seed_000079,When did the accident occur?,25 May 1982,"On 25 May 1982, a Royal Air Force SEPECAT Jaguar of 14 Squadron, while returning to its base at RAF Brüggen in Germany following a training mission, was accidentally hit by an air-to-air missile fired by another Royal Air Force aircraft, a McDonnell Douglas Phantom.",date,easy,historical_event,1982 Royal Air Force Jaguar shootdown incident,Lead,69915222_1365687823_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000080,When did Workday launch its IPO?,October 2012,"In October 2012, Workday launched a successful initial public offering (IPO) that valued the company at $9.5 billion.",date,easy,organization_product,"Workday, Inc.",Lead,11501406_1364980688_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000081,When did AIRO acquire Aspen Avionics?,2021,"In 2021, AIRO acquired Aspen Avionics and proceeded with a merger with Coastal Defense.",date,easy,organization_product,AIRO Group,History and expansion,70966284_1364465529_1_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000082,What database service can be connected to SageMaker-enabled ML models?,Amazon DynamoDB,"A developer may also connect their SageMaker-enabled ML models to other AWS services, such as the Amazon DynamoDB database for structured data storage,",organization,easy,organization_product,Amazon SageMaker,Capabilities,61004524_1355195605_1_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
