sample_id,question,gold_answer,supporting_sentence,answer_type,difficulty,category_group,page_title,section_title,chunk_id,quality_score,n_clean_contexts,decision,question_clear,answer_in_evidence,answer_unique,needs_title,time_sensitive_ok,notes
seed_000020,When did Cecil Frank Powell receive the Nobel Prize in Physics compared to his birth year?,1950,"Cecil Frank Powell (5 December 1903 – 9 August 1969) was a British experimental physicist who received the Nobel Prize in Physics in 1950 for heading the team that developed the photographic method of studying nuclear processes, and for the resulting discovery of the pion (pi-meson).",numeric,medium,person,C. F. Powell,Lead,396517_1363793272_0_0,1.0,8,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000021,What title did the Los Angeles Times give Cecil Eldridge Bryan upon his death?,the 'dean of mausoleum builders',"Upon his death, the Los Angeles Times called him the 'dean of mausoleum builders'.",other,medium,person,Cecil E. Bryan,Lead,70331783_1333216860_0_0,1.0,8,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000022,When was Heisenberg's institute moved to Munich?,1958,He was director until it was moved to Munich in 1958.,date,medium,person,Werner Heisenberg,Lead,33130_1363695642_0_1,1.0,1,keep,yes,yes,yes,yes,yes,[auto-review] question needs page title for disambiguation
seed_000023,"What position did Maria Goeppert Mayer take at Columbia University in 1937, and what did she do there during World War II?",an unpaid position,"In 1937, she moved to Columbia University, where she took an unpaid position.",other,medium,person,Maria Goeppert Mayer,Lead,140526_1355157418_0_1,1.0,1,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000024,What were Gillette's most significant contributions to the theater compared to his portrayal of Sherlock Holmes?,realistic stage settings and special sound and lighting effects,"Gillette's most significant contributions to the theater were in devising realistic stage settings and special sound and lighting effects, and as an actor in putting forth what he called the ""Illusion of the First Time.""",other,medium,person,William Gillette,Lead,314924_1359787622_0_0,1.0,8,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000025,What was the topic of Bosh's PhD thesis and what institution did she earn it from in 1994?,Stellar Occultation Studies of Saturn's Rings with the Hubble Space Telescope,"""Bosh's PhD thesis was titled 'Stellar Occultation Studies of Saturn's Rings with the Hubble Space Telescope' and she used stellar occultations to investigate the structure and dynamics of Saturn's rings.""",other,medium,person,Amanda Bosh,Education,75593764_1331218832_1_0,1.0,8,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000026,When did he receive his Ph.D.?,2004,"In 2004, he received his Ph.D. from the Weizmann Institute of Science with thesis Non-Black-Box Techniques in Cryptography under the supervision of Oded Goldreich.",date,medium,person,Boaz Barak,Early life and education,61998469_1342536062_1_0,1.0,8,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000027,What is the full name of the astrophysicist who shared the 2011 Nobel Prize in Physics with Saul Perlmutter and Brian Schmidt?,Adam Guy Riess,"Adam Guy Riess (born December 16, 1969) is an American astrophysicist and Bloomberg Distinguished Professor at Johns Hopkins University and the Space Telescope Science Institute. He is known for his research in using supernovae as cosmological probes. Riess shared both the 2006 Shaw Prize in Astronomy and the 2011 Nobel Prize in Physics with Saul Perlmutter and Brian Schmidt for providing evidence that the expansion of the universe is accelerating.",other,medium,person,Adam Riess,Lead,5950265_1364281526_0_0,1.0,8,keep,yes,yes,yes,yes,yes,[auto-review] question needs page title for disambiguation
seed_000028,"Which field did Earnest Andersson ultimately choose after considering multiple options, and what city did he move to for his career?",inventor,"Andersson, a highly precocious child, nevertheless became skilled as a composer, inventor, and painter through a combination of home schooling and auto-didacticism. After dithering over which field to pursue, he chose to become an inventor and moved to New York City to find work.",other,medium,person,Earnest Andersson,Lead,75092931_1362118656_0_0,1.0,1,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000029,Who believes that there is an ethical mandate to take dangerous batteries out of residences where they can be a fire hazard?,Herzfeld,"Herzfeld believes that there is an ""ethical mandate"" to take dangerous batteries out of residences where they can be a fire hazard.",person,medium,person,Baruch Herzfeld,Popwheels,48428669_1340900491_1_0,1.0,1,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000030,What field did Ball's lecturer challenge him to explore during his undergraduate studies?,machine intelligence,He was challenged by a lecturer as an undergraduate to pursue machine intelligence when she announced that computers would never be able to perform human like functions such as language or visual recognition.,other,medium,person,John Ball (cognitive scientist),Biography,50237807_1364948917_1_0,1.0,8,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000031,In which year did Robert Fulton buy a farm near Pittsburgh after his father's death and how much did it cost in pounds sterling?,1785,"After the death of his father in 1785, Fulton bought a farm at Hopewell Township in Washington County near Pittsburgh for £80 (equivalent to $13638 in 2018), and moved his mother and family into it.",date,medium,person,Robert Fulton,Early life,26161_1363915112_1_0,1.0,1,fix,no,yes,no,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation; multiple candidate values for answer_type in evidence
seed_000032,In what year did Pliny Earle agree to make the cards for Samuel Slater's machines after unsuccessful applications to several other persons?,1790,"After unsuccessful applications to several other persons, he went, in 1790, to Earle, who, although it was a new and untried work, agreed to make the cards.",date,hard,person,Pliny Earle I,Biography,2901396_1357341171_1_0,1.0,8,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000033,"Which physicist, born in 1918 and who passed away in 2003, received the Nobel Prize in Physics in 1994 for his work on neutron scattering techniques?",Bertram Neville Brockhouse,"Bertram Neville Brockhouse, (July 15, 1918 – October 13, 2003) was a Canadian physicist. He was awarded the Nobel Prize in Physics (1994, shared with Clifford Shull) for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter",person,hard,person,Bertram Brockhouse,Lead,341703_1341182837_0_0,1.0,8,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000034,Who shared the 2020 Nobel Prize in Physics with Andrea Mia Ghez for the discovery of a supermassive compact object at the center of our galaxy?,Reinhard Genzel,"She shared the 2020 Nobel Prize in Physics with Reinhard Genzel ""for the discovery of a supermassive compact object at the centre of our galaxy"".",person,hard,person,Andrea M. Ghez,Lead,704276_1347415688_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000035,Who was awarded the Nobel Prize in Physics in 1986 along with Gerd Karl Binnig for the invention of the scanning tunneling microscope?,Heinrich Rohrer,He is most famous for having won the Nobel Prize in Physics jointly with Heinrich Rohrer in 1986 for the invention of the scanning tunneling microscope.,person,hard,person,Gerd Binnig,Lead,7790085_1364844373_0_0,1.0,8,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000036,What position did Miller Reese Hutchison hold in the United States Lighthouse Board during the Spanish–American War and what was his role in protecting harbors in the Gulf of Mexico at that time?,engineer,"At the outbreak of the Spanish–American War in 1898, he volunteered and was appointed engineer for the United States Lighthouse Board, laying cables and mines to protect harbors in the Gulf of Mexico.",other,hard,person,Miller Reese Hutchison,Lead,10210397_1354457108_0_0,1.0,1,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000037,In which year did Sir James Chadwick write the final draft of the MAUD Report and what was its impact on the U.S. government's stance on atomic bomb research?,1941,"In 1941, he wrote the final draft of the MAUD Report, which inspired the U.S. government to begin serious atomic bomb research efforts.",date,hard,person,James Chadwick,Lead,174316_1360292765_0_0,1.0,1,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000038,In which city did Karl Alexander Müller's father study music and where did Müller later attend school after moving there?,Salzburg,"His family immediately moved to Salzburg, Austria, where his father was studying music. Alex and his mother then moved to Dornach, the home of his maternal grandparents. Then they moved to Lugano, in the Italian-speaking part of Switzerland, where he learned to speak Italian fluently.",location,hard,person,K. Alex Müller,Early life and education,7790420_1361413155_1_0,1.0,8,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000039,Who uniquely shared the 1915 Nobel Prize in Physics with his son Lawrence Bragg for their work in analyzing crystal structure by means of X-rays?,Sir William Henry Bragg,"Sir William Henry Bragg (2 July 1862 – 12 March 1942) was a British X-ray crystallographer who uniquely shared a Nobel Prize with his son Lawrence Bragg – the 1915 Nobel Prize in Physics ""for their services in the analysis of crystal structure by means of X-rays,"" an important step in the development of X-ray crystallography.",person,hard,person,William Henry Bragg,Lead,396459_1365356166_0_0,1.0,8,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000040,What is the capital and largest city of Indonesia?,Jakarta,"Jakarta, officially the Special Capital Region of Jakarta, is the capital and largest city of Indonesia, with administrative status equivalent to a province.",location,easy,location,Jakarta,Lead,16275_1365977073_0_0,1.0,1,keep,yes,yes,yes,yes,yes,[auto-review] question needs page title for disambiguation
seed_000041,Where is the Federal District located?,Center-West Region,"Located in the Center-West Region, it is the smallest Brazilian federal unit and the only one that has no municipalities, being divided into 35 administrative regions.",location,easy,location,Federal District (Brazil),Lead,145964_1365616245_0_0,1.0,8,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000042,When was Sejong founded as a new planned capital of South Korea?,2007,"Sejong was founded in 2007 as the new planned capital of South Korea created mostly from parts of South Chungcheong Province and some parts of North Chungcheong Province in order to ease congestion in South Korea's current capital and largest city, Seoul, and to encourage investment in the country's central region.",date,easy,location,Sejong City,Lead,12178672_1366302157_0_0,1.0,8,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000043,What is the height of Mount Saint Elias in feet?,"18,008","Mount Saint Elias (Was'eitushaa, also designated Boundary Peak 186) is an 18,008 foot (5,489 m) mountain located approximately 11 miles (18 km) northeast of the Pacific Ocean on the Yukon-Alaska border.",numeric,easy,location,Mount Saint Elias,Lead,642171_1358320391_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000044,Which country is mentioned as having no special administrative subdivision for its capital?,Canada,"Unusually, Canada is the only federation in the world not to accord a special administrative subdivision to its capital;",other,easy,location,Capital districts and territories,Lead,1604190_1352759269_0_0,1.0,8,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000045,In which state is Wheeler Peak located?,Nevada,"Wheeler Peak is the tallest mountain in the Snake Range and in White Pine County, in Nevada, United States.",location,easy,location,Wheeler Peak (Nevada),Lead,1010057_1360088788_0_0,1.0,8,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000046,Where is the Cumberland Gap National Historical Park located?,"at the border between Kentucky, Tennessee, and Virginia","The Cumberland Gap National Historical Park is a United States National Historical Park located at the border between Kentucky, Tennessee, and Virginia, centered on the Cumberland Gap, a natural break in the Appalachian Mountains.",location,easy,location,Cumberland Gap National Historical Park,Lead,938166_1345009696_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000047,Where is White Horse Hill National Game Preserve located?,on the shore of Devils Lake,"White Horse Hill National Game Preserve (Dakota: Šúŋkawakháŋ Ská Pahá, formerly known as Sullys Hill National Game Preserve) is a National Wildlife Refuge and nature center located on the shore of Devils Lake in Benson County, North Dakota, within the Spirit Lake Tribe reservation.",location,easy,location,White Horse Hill National Game Preserve,Lead,1072984_1362948215_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000048,Where is Gaborone located in relation to the South African border?,within 15 kilometres (9.3 mi),"It is situated between Kgale Hill and Oodi Hill, near the confluence of the Notwane River and Segoditshane River in the southeastern corner of Botswana, within 15 kilometres (9.3 mi) from the South African border.",numeric,easy,location,Gaborone,Lead,56664_1365654071_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000049,Since when has Bonn been the secondary official residence of the president of Germany and the chancellor of Germany?,28 April 1994,"Since 28 April 1994, it is the secondary official residence of the president of Germany, the chancellor of Germany, the Bundesrat (upper house), the primary official residence of six federal ministries, and approximately 20 federal authorities.",date,easy,location,Federal city,Germany,5894792_1365818011_1_0,1.0,8,keep,yes,yes,yes,yes,yes,[auto-review] question needs page title for disambiguation
seed_000050,What is the population of Biała as of December 2021?,"2,336","As of December 2021, it has a population of 2,336.",numeric,easy,location,"Biała, Opole Voivodeship",Lead,5752753_1355221055_0_0,1.0,8,fix,yes,yes,yes,no,no,[auto-review] question uses relative/time-sensitive phrasing
seed_000051,When was the designation of city of regional significance created?,1932,The designation was created with the introduction of oblasts in 1932.,numeric,easy,location,City of regional significance (Ukraine),Lead,36564506_1352846162_0_0,1.0,8,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000052,Where is Redoubt Volcano located?,the head of the Chigmit Mountains subrange in Lake Clark National Park and Preserve,"Redoubt Volcano, or Mount Redoubt (Dena'ina: Bentuggezh K’enulgheli), is an active stratovolcano in the largely volcanic Aleutian Range of the U.S. state of Alaska. Located at the head of the Chigmit Mountains subrange in Lake Clark National Park and Preserve, the mountain is just west of Cook Inlet, in the Kenai Peninsula Borough about 110 miles (180 km) southwest of Anchorage.",location,easy,location,Mount Redoubt,Lead,983600_1361118936_0_0,1.0,8,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000053,Where is Glacier National Park located?,northwestern Montana,"Glacier National Park is a national park of the United States located in northwestern Montana, on the Canada–United States border.",location,easy,location,Glacier National Park (U.S.),Lead,226211_1365921562_0_0,1.0,8,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000054,When was Banff National Park established?,1885,"Banff National Park is Canada's first national park, established in 1885 as Rocky Mountains Park.",date,easy,location,Banff National Park,Lead,209131_1365401159_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000055,What is sometimes known as a commuter belt?,outlying zones,These outlying zones are sometimes known as a commuter belt and may extend well beyond the urban zone to other political entities.,other,easy,location,Metropolitan area,Definition,75253_1364541373_1_0,1.0,8,fix,yes,yes,yes,yes,no,[auto-review] question needs page title for disambiguation; question uses relative/time-sensitive phrasing
seed_000056,In which decade was Gaborone planned to become the capital of the Bechuanaland Protectorate and what other issue does the passage mention about the city's growth that occurred in the 1980s?,1960s,"Because it was not affiliated with any specific indigenous group and was close to fresh water, the city was planned to be the capital in the mid-1960s when the Bechuanaland Protectorate became an independent nation.",date,medium,location,Gaborone,Lead,56664_1365654071_0_1,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000057,Why were some counties named after the center of Norman power while others were named after previous medieval Welsh kingdoms?,"the centre of Norman power within the new county (Caernarfonshire named for Caernarfon, Monmouthshire named for Monmouth) others were named after the previous medieval Welsh kingdoms (Ceredigon becomes Cardigan, Morgannwg becomes Glamorgan)","Many of these counties were named for the centre of Norman power within the new county (Caernarfonshire named for Caernarfon, Monmouthshire named for Monmouth) others were named after the previous medieval Welsh kingdoms (Ceredigon becomes Cardigan, Morgannwg becomes Glamorgan)",other,medium,location,County town,Wales,7407_1358214660_2_0,1.0,8,keep,yes,yes,yes,yes,yes,[auto-review] question needs page title for disambiguation
seed_000058,When did Edward I conquer Wales?,late 13th century,"Between the end of Roman rule and the conquest by Edward I in the late 13th century, Wales was usually divided between four kingdoms.",date,medium,location,Capital of Wales,History,169332_1363135724_1_0,1.0,8,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000059,"How does the volume of Mauna Loa compare to that of Mauna Kea, and what is the approximate difference in their peaks' heights?",125 feet (38 m),"It was historically considered to be the largest volcano on Earth until the submarine mountain Tamu Massif was discovered to be larger. Mauna Loa is a shield volcano with relatively gentle slopes, and a volume estimated at 18,000 cubic miles (75,000 km3), although its peak is about 125 feet (38 m) lower than that of its neighbor, Mauna Kea.",numeric,medium,location,Mauna Loa,Lead,158835_1364956722_0_0,1.0,1,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000060,Which island of the three does the park cover the largest portion of based on the information provided?,Taʻū,"The national park encompasses the ridgeline and steep northern slopes of Tutuila, the beach and coral reef at the Toʻaga site on Ofu’s southeast coast, and nearly two-thirds of Taʻū Island.",location,medium,location,National Park of American Samoa,Lead,758636_1365935951_0_0,1.0,8,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000061,"In what year did Jakarta become the capital of the new republic after the Japanese occupation and Indonesia's declaration of independence, and what classification does the Globalization and World Cities Research Network give to Jakarta?",1945,"After the Japanese occupation during the Second World War and Indonesia's declaration of independence in 1945, the city took the name Jakarta and became the capital of the new republic.",date,medium,location,Jakarta,Lead,16275_1365977073_0_1,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000062,When did Mauna Loa's most recent eruption begin?,"November 27, 2022","The volcano's most recent eruption began on November 27, 2022, and ended on December 13, 2022.",date,medium,location,Mauna Loa,Lead,158835_1364956722_0_1,1.0,1,fix,yes,yes,no,no,no,[auto-review] multiple candidate values for answer_type in evidence; question uses relative/time-sensitive phrasing
seed_000063,What type of city was Adelaide known as during the colonial period and what is it known for today in terms of population ranking?,third-most populous city,"Colonial Adelaide became known as the ""City of Churches"" due to its diversity of faiths. It was Australia's third-most populous city until the postwar era.",other,medium,location,Adelaide,Lead,1148_1365771377_0_1,1.0,1,fix,no,yes,yes,yes,no,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation; question uses relative/time-sensitive phrasing
seed_000064,"Which two prominent figures are associated with Sufism and Qawwali music in Delhi, and what dialect of Delhi was part of a linguistic development that gave rise to Urdu literature?",Nizamuddin Auliya and Amir Khusrau,The names of Nizamuddin Auliya and Amir Khusrau are prominently associated with it.,other,medium,location,Delhi,Lead,37756_1365313629_0_1,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000065,Which lake is the largest alpine lake in the United States and also the largest lake in the park?,Jackson Lake,"Elevation of the region classes these as alpine lakes, with Jackson lake being the largest alpine lake in the United States.",location,medium,location,Lakes of Grand Teton National Park,Lead,71673455_1363529721_0_0,1.0,8,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000066,Which mountain is better known for its visibility from the Seattle metropolitan area compared to Mount Olympus?,Mount Constance and The Brothers,"peaks such as Mount Constance and The Brothers, on the eastern margin of the range, are better known, being visible from the Seattle metropolitan area.",other,medium,location,Mount Olympus (Washington),Lead,901377_1355904968_0_0,1.0,1,fix,no,yes,yes,yes,no,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation; question uses relative/time-sensitive phrasing
seed_000067,How many people have attempted to climb Mount Rainier between 1950 and 2022 according to NPS statistics?,"471,792","Between 1950 and 2022, 471,792 people attempted to climb Mount Rainier according to NPS statistics.",numeric,medium,location,Mount Rainier,Lead,21251533_1364764406_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000068,"In which month did Port Moresby host the APEC summit, and what is its relationship to Central Province despite being the capital of the National Capital District?",November,Port Moresby hosted the APEC summit in November 2018.,date,medium,location,Port Moresby,Lead,57387_1362815727_0_1,1.0,1,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000069,"Which city served as the preferred seat of government for the Holy Roman Empire during Charlemagne's reign and until 1531, and where did 31 Holy Roman Emperors get crowned before the coronation moved to Frankfurt?",Aachen,"The medieval German Holy Roman Empire used to have Aachen as its preferred seat of government during Charlemagne's reign, and until 1531 it was the place where 31 Holy Roman Emperors were crowned Kings of the Germans.",location,medium,location,Capital of Germany,Pre-1871,169339_1350018545_1_0,1.0,8,keep,yes,yes,yes,yes,yes,[auto-review] question needs page title for disambiguation
