eval_id,sample_id,model_name,condition,severity,exact_match,token_f1,semantic_similarity,llm_judge_correct,abstained,hallucinated,prediction,gold_answer
eval_nova-pro_000026,seed_000026,nova-pro,clean,,0.0,0.6666666666666666,0.6871794871794872,True,False,False,"Around 1930, Néel suggested that a new form of magnetic behavior might exist; called antiferromagnetism, as opposed to ferromagnetism.",a new form of magnetic behavior might exist; called antiferromagnetism
eval_nova-pro_000027,seed_000027,nova-pro,clean,,0.0,0.7499999999999999,0.7636363636363637,True,False,False,"University of Chicago, Enrico Fermi",University of Chicago
eval_nova-pro_000028,seed_000028,nova-pro,clean,,1.0,1.0,1.0,False,False,False,Loie Fuller,Loie Fuller
eval_nova-pro_000029,seed_000029,nova-pro,clean,,0.0,0.4,0.5365853658536586,True,False,False,"Engineering, good job prospects.",engineering
eval_nova-pro_000030,seed_000030,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1922,1922
eval_nova-pro_000031,seed_000031,nova-pro,clean,,0.0,0.0,0.24489795918367346,False,False,True,Bomb pulse approaches.,radioactive isotopic tracers
eval_nova-pro_000032,seed_000032,nova-pro,clean,,0.0,0.2222222222222222,0.12307692307692308,True,False,False,"1919, University of Cambridge's Cavendish Laboratory in England",1919
eval_nova-pro_000033,seed_000033,nova-pro,clean,,0.0,0.2222222222222222,0.11428571428571428,True,False,False,"1969, classification of elementary particles and their interactions",1969
eval_nova-pro_000034,seed_000034,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Alexander Prokhorov and Charles Hard Townes,Alexander Prokhorov and Charles Hard Townes
eval_nova-pro_000035,seed_000035,nova-pro,clean,,0.0,0.6666666666666666,0.6666666666666666,True,False,False,Gabriel Lippmann,Jonas Ferdinand Gabriel Lippmann
eval_nova-pro_000036,seed_000036,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Salzburg,Salzburg
eval_nova-pro_000037,seed_000037,nova-pro,clean,,0.0,0.5,0.7868852459016393,True,False,False,"Charlottesville, Virginia, at the age of 76.","Charlottesville, Virginia"
eval_nova-pro_000038,seed_000038,nova-pro,clean,,0.0,0.0,0.0,,True,False,,assistant professor in the department of neurosurgery. In 1987 he was also made an assistant professor of radiation oncology.
eval_nova-pro_000039,seed_000039,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Bachelor's degree in sculpture.,bachelor's degree in sculpture
eval_nova-pro_000040,seed_000040,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1873,1873
eval_nova-pro_000041,seed_000041,nova-pro,clean,,0.0,0.8571428571428571,0.8125,True,False,False,Since 28 April 1994.,28 April 1994
eval_nova-pro_000042,seed_000042,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1967,1967
eval_nova-pro_000043,seed_000043,nova-pro,clean,,0.0,0.5,0.40707964601769914,True,False,False,"On the shore of Devils Lake in Benson County, North Dakota, within the Spirit Lake Tribe reservation.",on the shore of Devils Lake
eval_nova-pro_000044,seed_000044,nova-pro,clean,,0.0,0.6666666666666666,0.6666666666666666,True,False,False,"10,023 feet","10,023"
eval_nova-pro_000045,seed_000045,nova-pro,clean,,0.0,0.5714285714285715,0.723404255319149,True,False,False,In the Center-West Region of Brazil.,Center-West Region
eval_nova-pro_000046,seed_000046,nova-pro,clean,,0.0,0.8837209302325583,0.9298892988929889,True,False,False,"On U.S. Highway 25E just southeast of Middlesboro, Kentucky, and just northwest of the Cumberland Gap Tunnel and Cumberland Gap, Tennessee.","U.S. Highway 25E just southeast of the city of Middlesboro, Kentucky, and just northwest of the Cumberland Gap Tunnel and the town of Cumberland Gap, Tennessee"
eval_nova-pro_000047,seed_000047,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1346 BC,1346 BC
eval_nova-pro_000048,seed_000048,nova-pro,clean,,0.0,0.5,0.5633802816901409,True,False,False,"Northwestern Montana, on the Canada–United States border.",northwestern Montana
eval_nova-pro_000049,seed_000049,nova-pro,clean,,0.0,0.0,0.0,,True,False,,2007
eval_nova-pro_000050,seed_000050,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1885,1885
eval_nova-pro_000051,seed_000051,nova-pro,clean,,0.0,0.0,0.0,,True,False,,Penajam North Paser
eval_nova-pro_000052,seed_000052,nova-pro,clean,,0.0,0.5714285714285715,0.5714285714285714,True,False,False,Outlying zones of a metropolitan area.,outlying zones
eval_nova-pro_000053,seed_000053,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1976,1976
eval_nova-pro_000054,seed_000054,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1279–1213 BC,1279–1213 BC
eval_nova-pro_000055,seed_000055,nova-pro,clean,,0.0,0.6666666666666666,0.6666666666666666,True,False,False,"18,008 feet","18,008"
eval_nova-pro_000056,seed_000056,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Mount Constance and The Brothers,Mount Constance and The Brothers
eval_nova-pro_000057,seed_000057,nova-pro,clean,,0.0,0.2222222222222222,0.27710843373493976,False,False,False,"During the colonial period, Adelaide was known as the ""City of Churches"" due to its diversity of faiths. Today, it is not Australia's third-most populous city.",third-most populous city
eval_nova-pro_000058,seed_000058,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Aachen,Aachen
eval_nova-pro_000059,seed_000059,nova-pro,clean,,1.0,1.0,1.0,True,False,False,474 BC–438 BC,474 BC–438 BC
eval_nova-pro_000060,seed_000060,nova-pro,clean,,0.0,0.0,0.0,,True,False,I don't know.,36%
eval_nova-pro_000061,seed_000061,nova-pro,clean,,0.0,0.3934426229508197,0.03827751196172249,False,False,True,The context does not provide specific reasons why some counties were named after the center of Norman power while others were named after previous medieval Welsh kingdoms. It only states that this was the case.,"the centre of Norman power within the new county (Caernarfonshire named for Caernarfon, Monmouthshire named for Monmouth) others were named after the previous medieval Welsh kingdoms (Ceredigon becomes Cardigan, Morgannwg becomes Glamorgan)"
eval_nova-pro_000062,seed_000062,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Nizamuddin Auliya and Amir Khusrau,Nizamuddin Auliya and Amir Khusrau
eval_nova-pro_000063,seed_000063,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Paraguay River,Paraguay River
eval_nova-pro_000064,seed_000064,nova-pro,clean,,1.0,1.0,1.0,True,False,False,November,November
eval_nova-pro_000065,seed_000065,nova-pro,clean,,0.0,0.8571428571428571,0.75,True,False,False,Around two million inhabitants.,around two million
eval_nova-pro_000066,seed_000066,nova-pro,clean,,0.0,0.0,0.0,,True,False,I don't know.,1945
eval_nova-pro_000067,seed_000067,nova-pro,clean,,0.0,0.0,0.0,,True,False,,Fryląd
eval_nova-pro_000068,seed_000068,nova-pro,clean,,0.0,0.8181818181818181,0.848,True,False,False,"It was much larger, including what is now known as Santo Domingo Province.",including what is now known as Santo Domingo Province
eval_nova-pro_000069,seed_000069,nova-pro,clean,,0.0,0.0,0.21052631578947367,,True,False,I don't know.,mid-1960s
eval_nova-pro_000070,seed_000070,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"November 27, 2022","November 27, 2022"
eval_nova-pro_000071,seed_000071,nova-pro,clean,,1.0,1.0,1.0,False,False,False,Jackson Lake,Jackson Lake
eval_nova-pro_000072,seed_000072,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Fujiwara-kyō,Fujiwara-kyō
eval_nova-pro_000073,seed_000073,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Mount Guyot,Mount Guyot
eval_nova-pro_000074,seed_000074,nova-pro,clean,,0.0,0.0,0.32,,True,False,I don't know.,Irma and Maria
eval_nova-pro_000075,seed_000075,nova-pro,clean,,0.0,0.7272727272727273,0.5925925925925926,True,False,False,"Hawksbill Mountain at 4,051 feet (1,235 m).","4,051 feet (1,235 m)"
eval_nova-pro_000076,seed_000076,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Mount Whitney,Mount Whitney
eval_nova-pro_000077,seed_000077,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Grover Cleveland,Grover Cleveland
eval_nova-pro_000078,seed_000078,nova-pro,clean,,0.0,0.0,0.18181818181818182,,True,False,I don't know.,the Delhi Sultanate and the Mughal Empire
eval_nova-pro_000079,seed_000079,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Eagle Peak,Eagle Peak
eval_nova-pro_000080,seed_000080,nova-pro,clean,,1.0,1.0,1.0,False,False,False,1988,1988
eval_nova-pro_000081,seed_000081,nova-pro,clean,,1.0,1.0,1.0,True,False,False,96%,96%
eval_nova-pro_000082,seed_000082,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Google DeepMind,Google DeepMind
eval_nova-pro_000083,seed_000083,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Generative Artificial Intelligence,Generative Artificial Intelligence
eval_nova-pro_000084,seed_000084,nova-pro,clean,,0.0,0.8,0.7692307692307693,True,False,False,Since the late 1990s,late 1990s
eval_nova-pro_000085,seed_000085,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Smoller and Temple,Smoller and Temple
eval_nova-pro_000086,seed_000086,nova-pro,clean,,0.0,0.6666666666666666,0.7093596059113301,True,False,False,From quarks and elementary particles to the large-scale structure of the universe.,ranges from the behaviour of quarks and elementary particles at scales far smaller than an atom to the large-scale structure of the universe itself
eval_nova-pro_000087,seed_000087,nova-pro,clean,,0.0,0.8,0.831858407079646,True,False,False,An interface between two different possible states in a physical system.,an interface between two different possible states
eval_nova-pro_000088,seed_000088,nova-pro,clean,,1.0,1.0,1.0,True,False,False,2008,2008
eval_nova-pro_000089,seed_000089,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Two,two
eval_nova-pro_000090,seed_000090,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1958,1958
eval_nova-pro_000091,seed_000091,nova-pro,clean,,1.0,1.0,1.0,True,False,False,YAML,YAML
eval_nova-pro_000092,seed_000092,nova-pro,clean,,1.0,1.0,1.0,True,False,False,The untrained human perception of basic physical phenomena.,untrained human perception of basic physical phenomena
eval_nova-pro_000093,seed_000093,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"Poughkeepsie, New York.","Poughkeepsie, New York"
eval_nova-pro_000094,seed_000094,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Ada Lovelace,Ada Lovelace
eval_nova-pro_000095,seed_000095,nova-pro,clean,,1.0,1.0,1.0,True,False,False,AmigaOS,AmigaOS
eval_nova-pro_000096,seed_000096,nova-pro,clean,,1.0,1.0,1.0,False,False,False,Superposition,superposition
eval_nova-pro_000097,seed_000097,nova-pro,clean,,1.0,1.0,1.0,True,False,False,2012,2012
eval_nova-pro_000098,seed_000098,nova-pro,clean,,0.0,0.8,0.8888888888888888,True,False,False,In the 11th century.,11th century
eval_nova-pro_000099,seed_000099,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Outstanding Contribution to Internationalization Award,Outstanding Contribution to Internationalization Award
eval_nova-pro_000100,seed_000100,nova-pro,clean,,1.0,1.0,1.0,True,False,False,The special theory of relativity.,the special theory of relativity
eval_nova-pro_000101,seed_000101,nova-pro,clean,,0.0,0.8571428571428571,0.9142857142857143,False,False,False,"On February 21, 2020.","February 21, 2020"
eval_nova-pro_000102,seed_000102,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Faculty advisor,faculty advisor
eval_nova-pro_000103,seed_000103,nova-pro,clean,,0.0,0.0,0.20689655172413793,,True,False,I don't know.,the dynamical activity
eval_nova-pro_000104,seed_000104,nova-pro,clean,,0.0,0.6,0.5909090909090909,True,False,False,"Simon was born on August 8, 1953.","August 8, 1953"
eval_nova-pro_000105,seed_000105,nova-pro,clean,,0.0,0.6666666666666666,0.6206896551724138,True,False,False,'Innovator Under 35',MIT Technology Review 'Innovator Under 35'
eval_nova-pro_000106,seed_000106,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Novae and violent binary-star interactions.,"novae, and violent binary-star interactions"
eval_nova-pro_000107,seed_000107,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1827,1827
eval_nova-pro_000108,seed_000108,nova-pro,clean,,1.0,1.0,1.0,True,False,False,The Wigner Institute for Particle and Nuclear Physics and the Wigner Institute for Solid State Physics and Optics.,the Wigner Institute for Particle and Nuclear Physics and the Wigner Institute for Solid State Physics and Optics
eval_nova-pro_000109,seed_000109,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Low polarity molecules.,low polarity molecules
eval_nova-pro_000110,seed_000110,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"San Francisco Bay Area in California, United States","the San Francisco Bay Area in California, United States"
eval_nova-pro_000111,seed_000111,nova-pro,clean,,0.0,0.6666666666666666,0.5714285714285714,True,False,False,Since 2000,2000
eval_nova-pro_000112,seed_000112,nova-pro,clean,,0.0,0.0,0.25,,True,False,I don't know.,split
eval_nova-pro_000113,seed_000113,nova-pro,clean,,1.0,1.0,1.0,True,False,False,state of matter,state of matter
eval_nova-pro_000114,seed_000114,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Software studies,software studies
eval_nova-pro_000115,seed_000115,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Amiga support and maintenance software,Amiga support and maintenance software
eval_nova-pro_000116,seed_000116,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Alan Turing,Alan Turing
eval_nova-pro_000117,seed_000117,nova-pro,clean,,1.0,1.0,1.0,True,False,False,21 July 1954,21 July 1954
eval_nova-pro_000118,seed_000118,nova-pro,clean,,0.0,0.2857142857142857,0.24390243902439024,False,False,False,"More than 12,000 games were available.","12,000"
eval_nova-pro_000119,seed_000119,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1986,1986
eval_nova-pro_000120,seed_000120,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"April 11, 1987","April 11, 1987"
eval_nova-pro_000121,seed_000121,nova-pro,clean,,0.0,0.4,0.24242424242424243,True,False,False,After the 1967 Naxalbari uprising.,1967
eval_nova-pro_000122,seed_000122,nova-pro,clean,,0.0,0.45161290322580644,0.41148325358851673,True,False,False,"Protocol in international politics is the etiquette of diplomacy and affairs of state, including unwritten guidelines for proper behavior in matters of state and diplomacy.",the etiquette of diplomacy and affairs of state
eval_nova-pro_000123,seed_000123,nova-pro,clean,,1.0,1.0,1.0,False,False,False,19 August 1981,19 August 1981
eval_nova-pro_000124,seed_000124,nova-pro,clean,,1.0,1.0,1.0,True,False,False,September 1990,September 1990
eval_nova-pro_000125,seed_000125,nova-pro,clean,,1.0,1.0,1.0,True,False,False,25 May 1982,25 May 1982
eval_nova-pro_000126,seed_000126,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1961,1961
eval_nova-pro_000127,seed_000127,nova-pro,clean,,0.0,0.6666666666666666,0.75,True,False,False,Buenos Aires,the city of Buenos Aires
eval_nova-pro_000128,seed_000128,nova-pro,clean,,0.0,0.25,0.288135593220339,True,False,False,"Sextus Tarquinius raped Lucretia, leading to the overthrow of the Roman monarchy and the establishment of a republic.",Sextus Tarquinius
eval_nova-pro_000129,seed_000129,nova-pro,clean,,0.0,0.9090909090909091,0.9473684210526315,True,False,False,In the second half of the 16th century.,the second half of the 16th century
eval_nova-pro_000130,seed_000130,nova-pro,clean,,1.0,1.0,1.0,False,False,False,27 July 1905,27 July 1905
eval_nova-pro_000131,seed_000131,nova-pro,clean,,0.0,0.9333333333333333,0.967741935483871,True,False,False,In the Archives of the Government of the Republic of Belarus.,the Archives of the Government of the Republic of Belarus
eval_nova-pro_000132,seed_000132,nova-pro,clean,,0.0,0.8,0.88,True,False,False,In the early 1990s.,the early 1990s
eval_nova-pro_000133,seed_000133,nova-pro,clean,,1.0,1.0,1.0,True,False,False,From 1960 to 1966.,from 1960 to 1966
eval_nova-pro_000134,seed_000134,nova-pro,clean,,1.0,1.0,1.0,True,False,False,James Douglas,James Douglas
eval_nova-pro_000135,seed_000135,nova-pro,clean,,0.0,0.0,0.0,,True,False,I don't know.,1879
eval_nova-pro_000136,seed_000136,nova-pro,clean,,0.0,0.5333333333333333,0.4375,True,False,False,"The First Intifada occurred between 1987 and 1993, lasting approximately 6 years.",between 1987 and 1993
eval_nova-pro_000137,seed_000137,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1488,1488
eval_nova-pro_000138,seed_000138,nova-pro,clean,,0.0,0.96875,0.9757412398921833,True,False,False,"The French people felt that the United States should waive the debt in light of the huge losses of life and material damage that France had suffered, or at least link payments to reparations from Germany.","whose people felt that the United States should waive the debt in light of the huge losses of life and material damage that France had suffered, or at least link payments to reparations from Germany"
eval_nova-pro_000139,seed_000139,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Foreign civilians—Westerners affiliated with its oil-based economy.,foreign civilians—Westerners affiliated with its oil-based economy
eval_nova-pro_000140,seed_000140,nova-pro,clean,,0.0,0.5294117647058824,0.4596774193548387,True,False,False,Bengmara became known as Matak Rajya ruled by Borsenapati.,"a portion in the north-east, Bengmara (modern-day Tinsukia district), became known as Matak Rajya ruled by a newly created office called Borsenapati, became a tribute-paying but virtually independent territory"
eval_nova-pro_000141,seed_000141,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Allied and Axis spies,Allied and Axis spies
eval_nova-pro_000142,seed_000142,nova-pro,clean,,1.0,1.0,1.0,True,False,False,American,American
eval_nova-pro_000143,seed_000143,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1948 Palestine war,1948 Palestine war
eval_nova-pro_000144,seed_000144,nova-pro,clean,,0.0,0.0,0.2,False,False,True,Multi-party treaties,conventions
eval_nova-pro_000145,seed_000145,nova-pro,clean,,0.0,0.0,0.0,,True,False,,13 of the occupants
eval_nova-pro_000146,seed_000146,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Concepts and theories from the social sciences.,concepts and theories from the social sciences
eval_nova-pro_000147,seed_000147,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Belgrade International Airport,Belgrade International Airport
eval_nova-pro_000148,seed_000148,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"January 10, 2019","January 10, 2019"
eval_nova-pro_000149,seed_000149,nova-pro,clean,,1.0,1.0,1.0,True,False,False,President Pierce,President Pierce
eval_nova-pro_000150,seed_000150,nova-pro,clean,,0.0,0.4444444444444445,0.4838709677419355,True,False,False,Vietnam continued to occupy Cambodia until 1989.,occupy Cambodia
eval_nova-pro_000151,seed_000151,nova-pro,clean,,0.0,0.5,0.46875,True,False,False,"The Treaty of Paris, also known as the Treaty of Abbeville.",Treaty of Paris
eval_nova-pro_000152,seed_000152,nova-pro,clean,,1.0,1.0,1.0,True,False,False,The Balfour Declaration,Balfour Declaration
eval_nova-pro_000153,seed_000153,nova-pro,clean,,1.0,1.0,1.0,True,False,False,United States Secretary of State Frank B. Kellogg and French foreign minister Aristide Briand.,United States Secretary of State Frank B. Kellogg and French foreign minister Aristide Briand
eval_nova-pro_000154,seed_000154,nova-pro,clean,,1.0,1.0,1.0,True,False,False,The Treaty of Rome,Treaty of Rome
eval_nova-pro_000155,seed_000155,nova-pro,clean,,0.0,0.7142857142857143,0.6885245901639344,True,False,False,Juvénal Habyarimana and Cyprien Ntaryamira,Rwandan president Juvénal Habyarimana and Burundian president Cyprien Ntaryamira
eval_nova-pro_000156,seed_000156,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Between 1895 and 1906,Between 1895 and 1906
eval_nova-pro_000157,seed_000157,nova-pro,clean,,0.0,0.0,0.14814814814814814,,True,False,I don't know.,12 February 1979
eval_nova-pro_000158,seed_000158,nova-pro,clean,,0.0,0.5,0.6,False,False,True,"Professor Hubert Farnsworth, enraged, stormed out of the room.",a younger Professor Hubert Farnsworth
eval_nova-pro_000159,seed_000159,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Operation Blue Star,Operation Blue Star
eval_nova-pro_000160,seed_000160,nova-pro,clean,,1.0,1.0,1.0,False,False,False,2012,2012
eval_nova-pro_000161,seed_000161,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Later that year.,later that year
eval_nova-pro_000162,seed_000162,nova-pro,clean,,1.0,1.0,1.0,True,False,False,2025,2025
eval_nova-pro_000163,seed_000163,nova-pro,clean,,0.0,0.0,0.22641509433962265,,True,False,I don't know.,"Atherton, California and Seattle, Washington"
eval_nova-pro_000164,seed_000164,nova-pro,clean,,1.0,1.0,1.0,False,False,False,"San Diego, California","San Diego, California"
eval_nova-pro_000165,seed_000165,nova-pro,clean,,0.0,0.0,0.0,,True,False,,"August 5, 1976"
eval_nova-pro_000166,seed_000166,nova-pro,clean,,0.0,0.0,0.0,,True,False,I don't know.,2016
eval_nova-pro_000167,seed_000167,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Clear line-of-sight environments and harsh environments.,clear line-of-sight environments and harsh environments
eval_nova-pro_000168,seed_000168,nova-pro,clean,,0.0,0.5,0.3076923076923077,True,False,False,"June, 100,000 households",June
eval_nova-pro_000169,seed_000169,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"New York City, NY","New York City, NY"
eval_nova-pro_000170,seed_000170,nova-pro,clean,,0.0,0.25,0.1935483870967742,False,False,False,"Snowflake Inc. was founded in San Mateo, California, and is headquartered in Menlo Park.",San Mateo
eval_nova-pro_000171,seed_000171,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1984,1984
eval_nova-pro_000172,seed_000172,nova-pro,clean,,0.0,0.8,0.88,True,False,False,In August 2008,August 2008
eval_nova-pro_000173,seed_000173,nova-pro,clean,,1.0,1.0,1.0,True,False,False,2013,2013
eval_nova-pro_000174,seed_000174,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Amazon Kinesis,Amazon Kinesis
eval_nova-pro_000175,seed_000175,nova-pro,clean,,1.0,1.0,1.0,True,False,False,100,100
eval_nova-pro_000176,seed_000176,nova-pro,clean,,0.0,0.2666666666666667,0.36123348017621143,True,False,False,"Abra Private is an SEC-registered investment advisory service for high-net-worth investors and family offices, while Abra Prime is a prime broker for digital asset trading, lending, and derivatives.",SEC-registered investment advisory service
eval_nova-pro_000177,seed_000177,nova-pro,clean,,0.0,0.0,0.2962962962962963,False,False,True,United Kingdom,"Washington, DC"
eval_nova-pro_000178,seed_000178,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"Manhattan, New York","Manhattan, New York"
eval_nova-pro_000179,seed_000179,nova-pro,clean,,0.0,0.6666666666666666,0.7058823529411765,True,False,False,"2008, 047560",047560
eval_nova-pro_000180,seed_000180,nova-pro,clean,,1.0,1.0,1.0,True,False,False,2007,2007
eval_nova-pro_000181,seed_000181,nova-pro,clean,,0.0,0.8,0.8148148148148148,False,False,False,Over $1.9 trillion.,$1.9 trillion
eval_nova-pro_000182,seed_000182,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"Raz-Lee Security, Inc.","Raz-Lee Security, Inc."
eval_nova-pro_000183,seed_000183,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Around 2009 and 2010.,around 2009 and 2010
eval_nova-pro_000184,seed_000184,nova-pro,clean,,1.0,1.0,1.0,True,False,False,September,September
eval_nova-pro_000185,seed_000185,nova-pro,clean,,0.0,0.2857142857142857,0.24,False,False,True,videos,"videos, images, and various multimedia content"
eval_nova-pro_000186,seed_000186,nova-pro,clean,,0.0,0.0,0.11764705882352941,,True,False,I don't know.,Taipei
eval_nova-pro_000187,seed_000187,nova-pro,clean,,1.0,1.0,1.0,True,False,False,3D laser scanning technology,3D laser scanning technology
eval_nova-pro_000188,seed_000188,nova-pro,clean,,0.0,0.0,0.2222222222222222,,True,False,I don't know.,over 200 million
eval_nova-pro_000189,seed_000189,nova-pro,clean,,0.0,0.0,0.18461538461538463,,True,False,I don't know.,Jaunt Air Mobility entered into a merger with the AIRO group.
eval_nova-pro_000190,seed_000190,nova-pro,clean,,0.0,0.0,0.125,False,False,True,Tango,5-inch-screen-sized Smartphone
eval_nova-pro_000191,seed_000191,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"Jacksonville, Florida; Lakeland, Florida","Jacksonville, Florida; Lakeland, Florida"
eval_nova-pro_000192,seed_000192,nova-pro,clean,,0.0,0.4,0.27586206896551724,True,False,False,"2025, 5 million businesses",2025
eval_nova-pro_000193,seed_000193,nova-pro,clean,,1.0,1.0,1.0,True,False,False,IO,IO
eval_nova-pro_000194,seed_000194,nova-pro,clean,,0.0,0.0,0.2727272727272727,,True,False,I don't know.,Santa Clara
eval_nova-pro_000195,seed_000195,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Texas,Texas
