eval_id,sample_id,model_name,condition,severity,exact_match,token_f1,semantic_similarity,llm_judge_correct,abstained,hallucinated,prediction,gold_answer
eval_Qwen_Qwen2.5-7B-Instruct_000036,seed_000036,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,36%,36%
eval_Qwen_Qwen2.5-7B-Instruct_000037,seed_000037,Qwen/Qwen2.5-7B-Instruct,clean,,0.0,0.0,0.5,False,False,True,1763,1960
eval_Qwen_Qwen2.5-7B-Instruct_000038,seed_000038,Qwen/Qwen2.5-7B-Instruct,clean,,0.0,0.6666666666666666,0.75,True,False,False,itinerant court,itinerant
eval_Qwen_Qwen2.5-7B-Instruct_000039,seed_000039,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,1956,1956
eval_Qwen_Qwen2.5-7B-Instruct_000040,seed_000040,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,1958,1958
eval_Qwen_Qwen2.5-7B-Instruct_000041,seed_000041,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,Barnes and Lewis,Barnes and Lewis
eval_Qwen_Qwen2.5-7B-Instruct_000042,seed_000042,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,O'Neill Collegiate and Vocational Institute,O'Neill Collegiate and Vocational Institute
eval_Qwen_Qwen2.5-7B-Instruct_000043,seed_000043,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,Interpreted software,Interpreted software
eval_Qwen_Qwen2.5-7B-Instruct_000044,seed_000044,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,YAML,YAML
eval_Qwen_Qwen2.5-7B-Instruct_000045,seed_000045,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,"May 18, 1932","May 18, 1932"
eval_Qwen_Qwen2.5-7B-Instruct_000046,seed_000046,Qwen/Qwen2.5-7B-Instruct,clean,,0.0,0.7692307692307693,0.8333333333333334,True,False,False,Laboratori Nazionali del Gran Sasso (LNGS) in Italy,Laboratori Nazionali del Gran Sasso
eval_Qwen_Qwen2.5-7B-Instruct_000047,seed_000047,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,Computational politics,Computational politics
eval_Qwen_Qwen2.5-7B-Instruct_000048,seed_000048,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,1905,1905
eval_Qwen_Qwen2.5-7B-Instruct_000049,seed_000049,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,1987,1987
eval_Qwen_Qwen2.5-7B-Instruct_000050,seed_000050,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,Prefetching,Prefetching
eval_Qwen_Qwen2.5-7B-Instruct_000051,seed_000051,Qwen/Qwen2.5-7B-Instruct,clean,,0.0,0.888888888888889,0.9142857142857143,False,False,False,Support and maintenance software,Amiga support and maintenance software
eval_Qwen_Qwen2.5-7B-Instruct_000052,seed_000052,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,AmigaOS,AmigaOS
eval_Qwen_Qwen2.5-7B-Instruct_000053,seed_000053,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,Application software,Application software
eval_Qwen_Qwen2.5-7B-Instruct_000054,seed_000054,Qwen/Qwen2.5-7B-Instruct,clean,,0.0,0.8,0.7692307692307693,True,False,False,Since the late 1990s,late 1990s
eval_Qwen_Qwen2.5-7B-Instruct_000055,seed_000055,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,Software compatibility,software compatibility
eval_Qwen_Qwen2.5-7B-Instruct_000056,seed_000056,Qwen/Qwen2.5-7B-Instruct,clean,,0.0,0.0,0.0,,True,False,,special relativity
eval_Qwen_Qwen2.5-7B-Instruct_000057,seed_000057,Qwen/Qwen2.5-7B-Instruct,clean,,0.0,0.8,0.88,True,False,False,on Warren Mall,Warren Mall
eval_Qwen_Qwen2.5-7B-Instruct_000058,seed_000058,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,(1 – (down time/ total time))*100%,(1 – (down time/ total time))*100%
eval_Qwen_Qwen2.5-7B-Instruct_000059,seed_000059,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,"2005 International Conference on Collaborative Computing: Networking, Applications and Worksharing","2005 International Conference on Collaborative Computing: Networking, Applications and Worksharing"
eval_Qwen_Qwen2.5-7B-Instruct_000060,seed_000060,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,Australia,Australia
eval_Qwen_Qwen2.5-7B-Instruct_000061,seed_000061,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,10 June 1935,10 June 1935
eval_Qwen_Qwen2.5-7B-Instruct_000062,seed_000062,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,bilateral treaty,bilateral treaty
eval_Qwen_Qwen2.5-7B-Instruct_000063,seed_000063,Qwen/Qwen2.5-7B-Instruct,clean,,0.0,0.0,0.8888888888888888,False,False,True,1820,1820s
eval_Qwen_Qwen2.5-7B-Instruct_000064,seed_000064,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,Acromeglia,Acromeglia
eval_Qwen_Qwen2.5-7B-Instruct_000065,seed_000065,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,1995,1995
eval_Qwen_Qwen2.5-7B-Instruct_000066,seed_000066,Qwen/Qwen2.5-7B-Instruct,clean,,0.0,0.0,0.0,,True,False,,revolution
eval_Qwen_Qwen2.5-7B-Instruct_000067,seed_000067,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,World revolution,World revolution
eval_Qwen_Qwen2.5-7B-Instruct_000068,seed_000068,Qwen/Qwen2.5-7B-Instruct,clean,,0.0,0.0,0.0,,True,False,,three to five percent
eval_Qwen_Qwen2.5-7B-Instruct_000069,seed_000069,Qwen/Qwen2.5-7B-Instruct,clean,,0.0,0.0,0.0,,True,False,,1948 Palestine war
eval_Qwen_Qwen2.5-7B-Instruct_000070,seed_000070,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,1992,1992
eval_Qwen_Qwen2.5-7B-Instruct_000071,seed_000071,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,"January 10, 2019","January 10, 2019"
eval_Qwen_Qwen2.5-7B-Instruct_000072,seed_000072,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,1886,1886
eval_Qwen_Qwen2.5-7B-Instruct_000073,seed_000073,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,Nuremberg Tribunal and Tokyo Tribunal,Nuremberg Tribunal and Tokyo Tribunal
eval_Qwen_Qwen2.5-7B-Instruct_000074,seed_000074,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,Black Death,Black Death
eval_Qwen_Qwen2.5-7B-Instruct_000075,seed_000075,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,1958,1958
eval_Qwen_Qwen2.5-7B-Instruct_000076,seed_000076,Qwen/Qwen2.5-7B-Instruct,clean,,0.0,0.8571428571428571,0.9142857142857143,True,False,False,On 14 December 1946.,14 December 1946
eval_Qwen_Qwen2.5-7B-Instruct_000077,seed_000077,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,"West Bengal, Agra, Allahabad, Benares, Cawnpore, Lucknow, Saharanpur and Shahjahanpur.","West Bengal, Agra, Allahabad, Benares, Cawnpore, Lucknow, Saharanpur and Shahjahanpur"
eval_Qwen_Qwen2.5-7B-Instruct_000078,seed_000078,Qwen/Qwen2.5-7B-Instruct,clean,,0.0,0.0,0.0,False,False,True,"The conflicts began shortly after the outbreak of the Peninsular War, which is not a specific date given in the context.",1809
eval_Qwen_Qwen2.5-7B-Instruct_000079,seed_000079,Qwen/Qwen2.5-7B-Instruct,clean,,0.0,0.8571428571428571,0.88,True,False,False,On 25 May 1982.,25 May 1982
eval_Qwen_Qwen2.5-7B-Instruct_000080,seed_000080,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,October 2012,October 2012
eval_Qwen_Qwen2.5-7B-Instruct_000081,seed_000081,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,2021,2021
eval_Qwen_Qwen2.5-7B-Instruct_000082,seed_000082,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,Amazon DynamoDB,Amazon DynamoDB
eval_Qwen_Qwen2.5-7B-Instruct_000083,seed_000083,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,"Raz-Lee Security, Inc.","Raz-Lee Security, Inc."
eval_Qwen_Qwen2.5-7B-Instruct_000084,seed_000084,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,Salesforce,Salesforce
eval_Qwen_Qwen2.5-7B-Instruct_000085,seed_000085,Qwen/Qwen2.5-7B-Instruct,clean,,0.0,0.47058823529411764,0.5466666666666666,True,False,False,Abra Private provides an SEC-registered investment advisory service for high-net-worth investors and family offices.,an SEC-registered investment advisory service
eval_Qwen_Qwen2.5-7B-Instruct_000086,seed_000086,Qwen/Qwen2.5-7B-Instruct,clean,,0.0,0.0,0.0,,True,False,,2017
eval_Qwen_Qwen2.5-7B-Instruct_000087,seed_000087,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,New York Stock Exchange,New York Stock Exchange
eval_Qwen_Qwen2.5-7B-Instruct_000088,seed_000088,Qwen/Qwen2.5-7B-Instruct,clean,,0.0,0.0,0.0,,True,False,,2023
eval_Qwen_Qwen2.5-7B-Instruct_000089,seed_000089,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,100,100
eval_Qwen_Qwen2.5-7B-Instruct_000090,seed_000090,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,"secure machine-to-machine wireless networking, communications, and computing systems","secure machine-to-machine wireless networking, communications, and computing systems"
eval_Qwen_Qwen2.5-7B-Instruct_000091,seed_000091,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,"Palo Alto, California.","Palo Alto, California"
eval_Qwen_Qwen2.5-7B-Instruct_000092,seed_000092,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,1993,1993
eval_Qwen_Qwen2.5-7B-Instruct_000093,seed_000093,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,John Ternus,John Ternus
eval_Qwen_Qwen2.5-7B-Instruct_000094,seed_000094,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,Elon Musk,Elon Musk
eval_Qwen_Qwen2.5-7B-Instruct_000095,seed_000095,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,Audacity,Audacity
eval_Qwen_Qwen2.5-7B-Instruct_000096,seed_000096,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,"Los Angeles, California","Los Angeles, California"
eval_Qwen_Qwen2.5-7B-Instruct_000097,seed_000097,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,3D laser scanning technology,3D laser scanning technology
eval_Qwen_Qwen2.5-7B-Instruct_000098,seed_000098,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,1986,1986
eval_Qwen_Qwen2.5-7B-Instruct_000099,seed_000099,Qwen/Qwen2.5-7B-Instruct,clean,,1.0,1.0,1.0,True,False,False,conventions,conventions
eval_Qwen_Qwen2.5-7B-Instruct_000100,seed_000000__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.16666666666666666,,True,False,I don't know.,29 March 1964
eval_Qwen_Qwen2.5-7B-Instruct_000101,seed_000000__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.16666666666666666,,True,False,I don't know.,29 March 1964
eval_Qwen_Qwen2.5-7B-Instruct_000102,seed_000000__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.16666666666666666,,True,False,I don't know.,29 March 1964
eval_Qwen_Qwen2.5-7B-Instruct_000103,seed_000001__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.16,,True,False,I don't know.,"January 8, 2013"
eval_Qwen_Qwen2.5-7B-Instruct_000104,seed_000001__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.16,,True,False,I don't know.,"January 8, 2013"
eval_Qwen_Qwen2.5-7B-Instruct_000105,seed_000001__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.16,,True,False,I don't know.,"January 8, 2013"
eval_Qwen_Qwen2.5-7B-Instruct_000106,seed_000002__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.18181818181818182,,True,False,I don't know.,Addis Ababa
eval_Qwen_Qwen2.5-7B-Instruct_000107,seed_000002__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.18181818181818182,,True,False,I don't know.,Addis Ababa
eval_Qwen_Qwen2.5-7B-Instruct_000108,seed_000002__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.18181818181818182,,True,False,I don't know.,Addis Ababa
eval_Qwen_Qwen2.5-7B-Instruct_000109,seed_000003__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.08333333333333333,,True,False,I don't know.,December 2020
eval_Qwen_Qwen2.5-7B-Instruct_000110,seed_000003__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.08333333333333333,,True,False,I don't know.,December 2020
eval_Qwen_Qwen2.5-7B-Instruct_000111,seed_000003__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.08333333333333333,,True,False,I don't know.,December 2020
eval_Qwen_Qwen2.5-7B-Instruct_000112,seed_000004__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.17391304347826086,,True,False,I don't know.,"July 30, 1938"
eval_Qwen_Qwen2.5-7B-Instruct_000113,seed_000004__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.17391304347826086,,True,False,I don't know.,"July 30, 1938"
eval_Qwen_Qwen2.5-7B-Instruct_000114,seed_000005__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.0,,True,False,I don't know.,1872
eval_Qwen_Qwen2.5-7B-Instruct_000115,seed_000005__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.0,,True,False,I don't know.,1872
eval_Qwen_Qwen2.5-7B-Instruct_000116,seed_000005__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.0,,True,False,I don't know.,1872
eval_Qwen_Qwen2.5-7B-Instruct_000117,seed_000006__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.2608695652173913,,True,False,I don't know.,15 June 1947
eval_Qwen_Qwen2.5-7B-Instruct_000118,seed_000006__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.2608695652173913,,True,False,I don't know.,15 June 1947
eval_Qwen_Qwen2.5-7B-Instruct_000119,seed_000006__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.2608695652173913,,True,False,I don't know.,15 June 1947
eval_Qwen_Qwen2.5-7B-Instruct_000120,seed_000007__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.15384615384615385,,True,False,I don't know.,"December 1, 1942"
eval_Qwen_Qwen2.5-7B-Instruct_000121,seed_000007__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.15384615384615385,,True,False,I don't know.,"December 1, 1942"
eval_Qwen_Qwen2.5-7B-Instruct_000122,seed_000007__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.15384615384615385,,True,False,I don't know.,"December 1, 1942"
eval_Qwen_Qwen2.5-7B-Instruct_000123,seed_000008__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.3076923076923077,,True,False,I don't know.,21 October 1958
eval_Qwen_Qwen2.5-7B-Instruct_000124,seed_000008__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.3076923076923077,,True,False,I don't know.,21 October 1958
eval_Qwen_Qwen2.5-7B-Instruct_000125,seed_000009__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.15384615384615385,,True,False,I don't know.,"October 23, 2024"
eval_Qwen_Qwen2.5-7B-Instruct_000126,seed_000009__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.15384615384615385,,True,False,I don't know.,"October 23, 2024"
eval_Qwen_Qwen2.5-7B-Instruct_000127,seed_000009__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.15384615384615385,,True,False,I don't know.,"October 23, 2024"
eval_Qwen_Qwen2.5-7B-Instruct_000128,seed_000010__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.12903225806451613,,True,False,I don't know.,"Queens, New York City"
eval_Qwen_Qwen2.5-7B-Instruct_000129,seed_000010__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.12903225806451613,,True,False,I don't know.,"Queens, New York City"
eval_Qwen_Qwen2.5-7B-Instruct_000130,seed_000010__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.12903225806451613,,True,False,I don't know.,"Queens, New York City"
eval_Qwen_Qwen2.5-7B-Instruct_000131,seed_000011__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.25,,True,False,I don't know.,"April 24, 1984"
eval_Qwen_Qwen2.5-7B-Instruct_000132,seed_000011__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.25,,True,False,I don't know.,"April 24, 1984"
eval_Qwen_Qwen2.5-7B-Instruct_000133,seed_000011__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.25,,True,False,I don't know.,"April 24, 1984"
eval_Qwen_Qwen2.5-7B-Instruct_000134,seed_000012__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.16666666666666666,,True,False,I don't know.,13 April 1940
eval_Qwen_Qwen2.5-7B-Instruct_000135,seed_000012__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.16666666666666666,,True,False,I don't know.,13 April 1940
eval_Qwen_Qwen2.5-7B-Instruct_000136,seed_000012__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.16666666666666666,,True,False,I don't know.,13 April 1940
eval_Qwen_Qwen2.5-7B-Instruct_000137,seed_000013__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.0,,True,False,I don't know.,Yale
eval_Qwen_Qwen2.5-7B-Instruct_000138,seed_000013__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.0,,True,False,I don't know.,Yale
eval_Qwen_Qwen2.5-7B-Instruct_000139,seed_000013__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.0,,True,False,I don't know.,Yale
eval_Qwen_Qwen2.5-7B-Instruct_000140,seed_000014__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.10526315789473684,,True,False,I don't know.,Bernheim
eval_Qwen_Qwen2.5-7B-Instruct_000141,seed_000014__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.10526315789473684,,True,False,I don't know.,Bernheim
