eval_id,sample_id,model_name,condition,severity,exact_match,token_f1,semantic_similarity,llm_judge_correct,abstained,hallucinated,prediction,gold_answer
eval_nova-pro_000029,seed_000029,nova-pro,clean,,0.0,0.0,0.0,,True,False,I don't know.,1927
eval_nova-pro_000030,seed_000030,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1973,1973
eval_nova-pro_000031,seed_000031,nova-pro,clean,,0.0,0.0,0.2,,True,False,I don't know.,Hungarian
eval_nova-pro_000032,seed_000032,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Bachelor's degree in sculpture.,bachelor's degree in sculpture
eval_nova-pro_000033,seed_000033,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Alexander Prokhorov and Charles Hard Townes.,Alexander Prokhorov and Charles Hard Townes
eval_nova-pro_000034,seed_000034,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Salzburg,Salzburg
eval_nova-pro_000035,seed_000035,nova-pro,clean,,0.0,0.2222222222222222,0.11428571428571428,True,False,False,"1969, classification of elementary particles and their interactions",1969
eval_nova-pro_000036,seed_000036,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Jack St. Clair Kilby,Jack St. Clair Kilby
eval_nova-pro_000037,seed_000037,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Polykarp Kusch,Polykarp Kusch
eval_nova-pro_000038,seed_000038,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Reinhard Genzel,Reinhard Genzel
eval_nova-pro_000039,seed_000039,nova-pro,clean,,0.0,0.2222222222222222,0.14035087719298245,True,False,False,"1919, studying the scattering and absorption of gamma rays.",1919
eval_nova-pro_000040,seed_000040,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1873,1873
eval_nova-pro_000041,seed_000041,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Canada,Canada
eval_nova-pro_000042,seed_000042,nova-pro,clean,,0.0,0.5,0.40707964601769914,True,False,False,"On the shore of Devils Lake in Benson County, North Dakota, within the Spirit Lake Tribe reservation.",on the shore of Devils Lake
eval_nova-pro_000043,seed_000043,nova-pro,clean,,0.0,0.375,0.31683168316831684,True,False,False,"Between Kgale Hill and Oodi Hill, near the confluence of the Notwane River and Segoditshane River in the southeastern corner of Botswana, within 15 kilometres from the South African border.",between Kgale Hill and Oodi Hill
eval_nova-pro_000044,seed_000044,nova-pro,clean,,0.0,0.6666666666666666,0.6666666666666666,True,False,False,"18,008 feet","18,008"
eval_nova-pro_000045,seed_000045,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Jakarta,Jakarta
eval_nova-pro_000046,seed_000046,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Nevada,Nevada
eval_nova-pro_000047,seed_000047,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1976,1976
eval_nova-pro_000048,seed_000048,nova-pro,clean,,0.0,0.3636363636363636,0.4533333333333333,True,False,False,The Federal District is located in the Center-West Region of Brazil.,Center-West Region
eval_nova-pro_000049,seed_000049,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"At the border between Kentucky, Tennessee, and Virginia.","at the border between Kentucky, Tennessee, and Virginia"
eval_nova-pro_000050,seed_000050,nova-pro,clean,,0.0,0.6666666666666666,0.6666666666666666,False,False,False,"10,023 feet","10,023"
eval_nova-pro_000051,seed_000051,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1932,1932
eval_nova-pro_000052,seed_000052,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1967,1967
eval_nova-pro_000053,seed_000053,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1346 BC,1346 BC
eval_nova-pro_000054,seed_000054,nova-pro,clean,,0.0,0.0,0.0,,True,False,,"4,227,569"
eval_nova-pro_000055,seed_000055,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1976,1976
eval_nova-pro_000056,seed_000056,nova-pro,clean,,0.0,0.8571428571428571,0.75,True,False,False,Around two million inhabitants.,around two million
eval_nova-pro_000057,seed_000057,nova-pro,clean,,0.0,0.0,0.2777777777777778,,True,False,I don't know.,about 125 feet (38 m) lower
eval_nova-pro_000058,seed_000058,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Jackson Lake,Jackson Lake
eval_nova-pro_000059,seed_000059,nova-pro,clean,,0.0,0.8181818181818181,0.848,True,False,False,"It was much larger, including what is now known as Santo Domingo Province.",including what is now known as Santo Domingo Province
eval_nova-pro_000060,seed_000060,nova-pro,clean,,1.0,1.0,1.0,False,False,False,1999,1999
eval_nova-pro_000061,seed_000061,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Upatissagāma,Upatissagāma
eval_nova-pro_000062,seed_000062,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Nizamuddin Auliya and Amir Khusrau,Nizamuddin Auliya and Amir Khusrau
eval_nova-pro_000063,seed_000063,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"November 27, 2022","November 27, 2022"
eval_nova-pro_000064,seed_000064,nova-pro,clean,,0.0,0.0,0.29411764705882354,True,False,False,"The 1960s, close to fresh water.",mid-1960s
eval_nova-pro_000065,seed_000065,nova-pro,clean,,0.0,0.2222222222222222,0.27710843373493976,False,False,False,"During the colonial period, Adelaide was known as the ""City of Churches"" due to its diversity of faiths. Today, it is not Australia's third-most populous city.",third-most populous city
eval_nova-pro_000066,seed_000066,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Aachen,Aachen
eval_nova-pro_000067,seed_000067,nova-pro,clean,,0.0,0.5,0.5333333333333333,True,False,False,"November, violent crime",November
eval_nova-pro_000068,seed_000068,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"gold, ivory, kola nuts, and salt","gold, ivory, kola nuts, and salt"
eval_nova-pro_000069,seed_000069,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Resistance from the local groups in Sindh.,resistance from the local groups in Sindh
eval_nova-pro_000070,seed_000070,nova-pro,clean,,0.0,0.17647058823529413,0.16580310880829016,True,False,False,"Asunción is known as ""the Mother of Cities"" due to its historical significance as one of the oldest cities in South America and the longest continually inhabited area in the Río de la Plata Basin.",the Mother of Cities
eval_nova-pro_000071,seed_000071,nova-pro,clean,,0.0,0.0,0.0,,True,False,I don't know.,36%
eval_nova-pro_000072,seed_000072,nova-pro,clean,,0.0,0.5,0.625,True,False,False,"Heijō-kyō, 50,000 to 100,000","between 50,000 and 100,000"
eval_nova-pro_000073,seed_000073,nova-pro,clean,,0.0,0.0,0.0,,True,False,,1836
eval_nova-pro_000074,seed_000074,nova-pro,clean,,0.0,0.3076923076923077,0.4631578947368421,True,False,False,"Avannaata municipality, approximately 350 km (220 mi) north of the Arctic Circle.",Avannaata municipality
eval_nova-pro_000075,seed_000075,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Mount Whitney,Mount Whitney
eval_nova-pro_000076,seed_000076,nova-pro,clean,,0.0,0.0,0.32,,True,False,I don't know.,Mount Le Conte
eval_nova-pro_000077,seed_000077,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Fujiwara-kyō,Fujiwara-kyō
eval_nova-pro_000078,seed_000078,nova-pro,clean,,0.0,0.0,0.32,,True,False,I don't know.,Irma and Maria
eval_nova-pro_000079,seed_000079,nova-pro,clean,,0.0,0.0,0.18181818181818182,,True,False,I don't know.,the Delhi Sultanate and the Mughal Empire
eval_nova-pro_000080,seed_000080,nova-pro,clean,,0.0,0.9411764705882353,0.9484536082474226,True,False,False,that systems are running and available most of the time.,systems are running and available most of the time
eval_nova-pro_000081,seed_000081,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Computational neuroaesthetics,Computational neuroaesthetics
eval_nova-pro_000082,seed_000082,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Software components or systems.,software components or systems
eval_nova-pro_000083,seed_000083,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Two,two
eval_nova-pro_000084,seed_000084,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Computational gastronomy,Computational gastronomy
eval_nova-pro_000085,seed_000085,nova-pro,clean,,1.0,1.0,1.0,True,False,False,96%,96%
eval_nova-pro_000086,seed_000086,nova-pro,clean,,0.0,0.6666666666666666,0.8292682926829268,True,False,False,The new trends of Generative Artificial Intelligence.,Generative Artificial Intelligence
eval_nova-pro_000087,seed_000087,nova-pro,clean,,0.0,0.2857142857142857,0.24390243902439024,False,False,False,"More than 12,000 games were available.","12,000"
eval_nova-pro_000088,seed_000088,nova-pro,clean,,0.0,0.5,0.6078431372549019,True,False,False,"To ensure the highest possible quality, e.g., as captured by the quality of service.",ensure the highest possible quality
eval_nova-pro_000089,seed_000089,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1950,1950
eval_nova-pro_000090,seed_000090,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Google DeepMind,Google DeepMind
eval_nova-pro_000091,seed_000091,nova-pro,clean,,0.0,0.47058823529411764,0.3835616438356164,True,False,False,Technology-Based Re-Engineering Engineering Education Proceedings of Frontiers in Education FIE'96 26th Annual Conference,Frontiers in Education FIE'96
eval_nova-pro_000092,seed_000092,nova-pro,clean,,0.0,0.975609756097561,0.9886792452830189,True,False,False,It ranges from the behaviour of quarks and elementary particles at scales far smaller than an atom to the large-scale structure of the universe itself.,ranges from the behaviour of quarks and elementary particles at scales far smaller than an atom to the large-scale structure of the universe itself
eval_nova-pro_000093,seed_000093,nova-pro,clean,,1.0,1.0,1.0,False,False,False,2008,2008
eval_nova-pro_000094,seed_000094,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1988,1988
eval_nova-pro_000095,seed_000095,nova-pro,clean,,1.0,1.0,1.0,True,False,False,United Kingdom and the United States,United Kingdom and the United States
eval_nova-pro_000096,seed_000096,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Master's degree in theoretical physics.,master's degree in theoretical physics
eval_nova-pro_000097,seed_000097,nova-pro,clean,,0.0,0.9411764705882353,0.9702970297029703,True,False,False,It accepted as input files encoded in DARMS notation.,accepted as input files encoded in DARMS notation
eval_nova-pro_000098,seed_000098,nova-pro,clean,,1.0,1.0,1.0,True,False,False,main function,main function
eval_nova-pro_000099,seed_000099,nova-pro,clean,,0.0,0.6666666666666666,0.6206896551724138,False,False,False,'Innovator Under 35',MIT Technology Review 'Innovator Under 35'
eval_nova-pro_000100,seed_000100,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Error code,error code
eval_nova-pro_000101,seed_000101,nova-pro,clean,,0.0,0.6666666666666666,0.6666666666666666,True,False,False,φυσική (phusikḗ 'natural science'),natural science
eval_nova-pro_000102,seed_000102,nova-pro,clean,,1.0,1.0,1.0,True,False,False,11th century,11th century
eval_nova-pro_000103,seed_000103,nova-pro,clean,,0.0,0.6666666666666666,0.5714285714285714,True,False,False,Since 2000,2000
eval_nova-pro_000104,seed_000104,nova-pro,clean,,1.0,1.0,1.0,False,False,False,2012,2012
eval_nova-pro_000105,seed_000105,nova-pro,clean,,0.0,0.3076923076923077,0.35555555555555557,True,False,False,Both are critical aspects to prevent system failures and security breaches.,critical aspects
eval_nova-pro_000106,seed_000106,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"August 8, 1953","August 8, 1953"
eval_nova-pro_000107,seed_000107,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Superposition,superposition
eval_nova-pro_000108,seed_000108,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1905,1905
eval_nova-pro_000109,seed_000109,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"San Francisco Bay Area in California, United States","San Francisco Bay Area in California, United States"
eval_nova-pro_000110,seed_000110,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Alonzo Church Award,Alonzo Church Award
eval_nova-pro_000111,seed_000111,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Novae and violent binary-star interactions.,"novae, and violent binary-star interactions"
eval_nova-pro_000112,seed_000112,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Amiga support and maintenance software,Amiga support and maintenance software
eval_nova-pro_000113,seed_000113,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Alan Turing.,Alan Turing
eval_nova-pro_000114,seed_000114,nova-pro,clean,,0.0,0.6666666666666666,0.7272727272727273,True,False,False,Content-based approach,content-based
eval_nova-pro_000115,seed_000115,nova-pro,clean,,0.0,0.25,0.19047619047619047,True,False,False,They are derivatives of AmigaOS.,is a split of
eval_nova-pro_000116,seed_000116,nova-pro,clean,,0.0,0.0,0.0,,True,False,,Interpreted software
eval_nova-pro_000117,seed_000117,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"matter, its fundamental constituents, its motion and behavior through space and time, and the related entities of energy and force.","matter, its fundamental constituents, its motion and behavior through space and time, and the related entities of energy and force"
eval_nova-pro_000118,seed_000118,nova-pro,clean,,1.0,1.0,1.0,True,False,False,The untrained human perception of basic physical phenomena.,untrained human perception of basic physical phenomena
eval_nova-pro_000119,seed_000119,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"University of California, San Diego","University of California, San Diego"
eval_nova-pro_000120,seed_000120,nova-pro,clean,,1.0,1.0,1.0,True,False,False,September 1990,September 1990
eval_nova-pro_000121,seed_000121,nova-pro,clean,,0.0,0.5714285714285715,0.6338028169014085,True,False,False,Sirimavo Bandaranaike and Lal Bahadur Shastri,"Sirimavo Bandaranaike, the Prime Minister of Sri Lanka, and Lal Bahadur Shastri, the Prime Minister of India"
eval_nova-pro_000122,seed_000122,nova-pro,clean,,0.0,0.0,0.0,,True,False,,separatist groups
eval_nova-pro_000123,seed_000123,nova-pro,clean,,1.0,1.0,1.0,True,False,False,15 October 2011,15 October 2011
eval_nova-pro_000124,seed_000124,nova-pro,clean,,0.0,0.9333333333333333,0.967741935483871,True,False,False,In the Archives of the Government of the Republic of Belarus.,the Archives of the Government of the Republic of Belarus
eval_nova-pro_000125,seed_000125,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1953,1953
eval_nova-pro_000126,seed_000126,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1922,1922
eval_nova-pro_000127,seed_000127,nova-pro,clean,,0.0,0.21052631578947367,0.23140495867768596,False,False,False,Paul A. Samuelson originated the phrase 'Science progresses one funeral at a time' and it was formulated by Max Planck.,Paul A. Samuelson
eval_nova-pro_000128,seed_000128,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1879,1879
eval_nova-pro_000129,seed_000129,nova-pro,clean,,1.0,1.0,1.0,True,False,False,593,593
eval_nova-pro_000130,seed_000130,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"April 9, 1865","April 9, 1865"
eval_nova-pro_000131,seed_000131,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"March 29, 1969","March 29, 1969"
eval_nova-pro_000132,seed_000132,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1825,1825
eval_nova-pro_000133,seed_000133,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"June 14, 1940","June 14, 1940"
eval_nova-pro_000134,seed_000134,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"An upheaval in which the government is replaced, or the form of government altered, but in which property relations are predominantly left intact.","an upheaval in which the government is replaced, or the form of government altered, but in which property relations are predominantly left intact"
eval_nova-pro_000135,seed_000135,nova-pro,clean,,0.0,0.0,0.0,,True,False,,2 April 1972
eval_nova-pro_000136,seed_000136,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1488,1488
eval_nova-pro_000137,seed_000137,nova-pro,clean,,0.0,0.5,0.4,True,False,False,In February 1976.,1976
eval_nova-pro_000138,seed_000138,nova-pro,clean,,0.0,0.8421052631578948,0.8073394495412844,True,False,False,"The court dismissed the case, ruling that it had no jurisdiction in the matter.",ruling that it had no jurisdiction in the matter
eval_nova-pro_000139,seed_000139,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"January 10, 2019","January 10, 2019"
eval_nova-pro_000140,seed_000140,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Participatory democracy.,participatory democracy
eval_nova-pro_000141,seed_000141,nova-pro,clean,,1.0,1.0,1.0,True,False,False,German,German
eval_nova-pro_000142,seed_000142,nova-pro,clean,,0.0,0.5,0.4166666666666667,True,False,False,Women in particular.,women
eval_nova-pro_000143,seed_000143,nova-pro,clean,,0.0,0.5,0.5172413793103449,False,False,False,"World socialism, and later, a communist society.",world socialism
eval_nova-pro_000144,seed_000144,nova-pro,clean,,0.0,0.96875,0.9757412398921833,True,False,False,"The French people felt that the United States should waive the debt in light of the huge losses of life and material damage that France had suffered, or at least link payments to reparations from Germany.","whose people felt that the United States should waive the debt in light of the huge losses of life and material damage that France had suffered, or at least link payments to reparations from Germany"
eval_nova-pro_000145,seed_000145,nova-pro,clean,,0.0,0.5333333333333333,0.42857142857142855,True,False,False,"The First Intifada occurred between 1987 and 1993, lasting approximately six years.",between 1987 and 1993
eval_nova-pro_000146,seed_000146,nova-pro,clean,,0.0,0.28571428571428575,0.14084507042253522,True,False,False,"Off the coast of West Timor, Dutch East Indies, 13 people died.",13 of the occupants
eval_nova-pro_000147,seed_000147,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Nuremberg Tribunal and Tokyo Tribunal,Nuremberg Tribunal and Tokyo Tribunal
eval_nova-pro_000148,seed_000148,nova-pro,clean,,1.0,1.0,1.0,True,False,False,American,American
eval_nova-pro_000149,seed_000149,nova-pro,clean,,1.0,1.0,1.0,True,False,False,The Sino-Soviet split.,Sino-Soviet split
eval_nova-pro_000150,seed_000150,nova-pro,clean,,0.0,0.0,0.2,False,False,True,Multi-party treaties,conventions
eval_nova-pro_000151,seed_000151,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Bucharest Henri Coandă International Airport,Bucharest Henri Coandă International Airport
eval_nova-pro_000152,seed_000152,nova-pro,clean,,1.0,1.0,1.0,False,False,False,The Salomón–Lozano Treaty,Salomón–Lozano Treaty
eval_nova-pro_000153,seed_000153,nova-pro,clean,,0.0,0.0,0.0,,True,False,,the increasing datafication of social life and the pervasive presence of surveillance practices
eval_nova-pro_000154,seed_000154,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"""A Taste of Freedom""",A Taste of Freedom
eval_nova-pro_000155,seed_000155,nova-pro,clean,,1.0,1.0,1.0,True,False,False,The Treaty of Rome,Treaty of Rome
eval_nova-pro_000156,seed_000156,nova-pro,clean,,0.0,0.0,0.25,,True,False,I don't know.,US$113 billion
eval_nova-pro_000157,seed_000157,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"mass demonstrations, protests, strikes, or violence","mass demonstrations, protests, strikes, or violence"
eval_nova-pro_000158,seed_000158,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"legislation, Federal regulations","legislation, Federal regulations"
eval_nova-pro_000159,seed_000159,nova-pro,clean,,0.0,0.0,0.12030075187969924,True,False,False,The First East Turkestan Republic was destroyed in 1934. The Second East Turkestan Republic was founded in 1944 with Soviet support.,destruction
eval_nova-pro_000160,seed_000160,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"San Diego, California","San Diego, California"
eval_nova-pro_000161,seed_000161,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Amazon Kinesis,Amazon Kinesis
eval_nova-pro_000162,seed_000162,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"North Greenbush, New York.","North Greenbush, New York"
eval_nova-pro_000163,seed_000163,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"Washington, DC","Washington, DC"
eval_nova-pro_000164,seed_000164,nova-pro,clean,,1.0,1.0,1.0,True,False,False,1986,1986
eval_nova-pro_000165,seed_000165,nova-pro,clean,,0.0,0.0,0.0,,True,False,,"Frisco, Texas"
eval_nova-pro_000166,seed_000166,nova-pro,clean,,1.0,1.0,1.0,True,False,False,June,June
eval_nova-pro_000167,seed_000167,nova-pro,clean,,0.0,0.0,0.2222222222222222,,True,False,I don't know.,7 watts
eval_nova-pro_000168,seed_000168,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Later that year.,later that year
eval_nova-pro_000169,seed_000169,nova-pro,clean,,0.0,0.0,0.22641509433962265,,True,False,I don't know.,"Atherton, California and Seattle, Washington"
eval_nova-pro_000170,seed_000170,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"3,000","3,000"
eval_nova-pro_000171,seed_000171,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"Conway, Arkansas","Conway, Arkansas"
eval_nova-pro_000172,seed_000172,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"New York City, NY","New York City, NY"
eval_nova-pro_000173,seed_000173,nova-pro,clean,,0.0,0.5,0.45454545454545453,True,False,False,"Seoul, South Korea",Seoul
eval_nova-pro_000174,seed_000174,nova-pro,clean,,0.0,0.8,0.88,True,False,False,In August 2008,August 2008
eval_nova-pro_000175,seed_000175,nova-pro,clean,,1.0,1.0,1.0,True,False,False,100,100
eval_nova-pro_000176,seed_000176,nova-pro,clean,,1.0,1.0,1.0,True,False,False,September,September
eval_nova-pro_000177,seed_000177,nova-pro,clean,,0.0,0.8695652173913044,0.8873239436619719,True,False,False,"2007 revenue of US$3.5 billion (EUR 2.4 billion) and employed 12,000 people worldwide.","US$3.5 billion (EUR 2.4 billion) and employed 12,000 people worldwide"
eval_nova-pro_000178,seed_000178,nova-pro,clean,,1.0,1.0,1.0,True,False,False,LiveRamp,LiveRamp
eval_nova-pro_000179,seed_000179,nova-pro,clean,,0.0,0.0,0.0,,True,False,I don't know.,95
eval_nova-pro_000180,seed_000180,nova-pro,clean,,1.0,1.0,1.0,True,False,False,Jaunt Air Mobility,Jaunt Air Mobility
eval_nova-pro_000181,seed_000181,nova-pro,clean,,0.0,0.8,0.8148148148148148,True,False,False,Over $1.9 trillion,$1.9 trillion
eval_nova-pro_000182,seed_000182,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"Raz-Lee Security, Inc.","Raz-Lee Security, Inc."
eval_nova-pro_000183,seed_000183,nova-pro,clean,,1.0,1.0,1.0,True,False,False,3D laser scanning technology,3D laser scanning technology
eval_nova-pro_000184,seed_000184,nova-pro,clean,,0.0,0.2666666666666667,0.36123348017621143,True,False,False,"Abra Private is an SEC-registered investment advisory service for high-net-worth investors and family offices, while Abra Prime is a prime broker for digital asset trading, lending, and derivatives.",SEC-registered investment advisory service
eval_nova-pro_000185,seed_000185,nova-pro,clean,,0.0,0.0,0.125,False,False,True,Tango,5-inch-screen-sized Smartphone
eval_nova-pro_000186,seed_000186,nova-pro,clean,,0.0,0.5,0.49122807017543857,False,False,False,"United Kingdom, Australia, Malaysia, and Nepal.",United Kingdom
eval_nova-pro_000187,seed_000187,nova-pro,clean,,0.0,0.0,0.25,,True,False,I don't know.,"Taipei, Taiwan"
eval_nova-pro_000188,seed_000188,nova-pro,clean,,1.0,1.0,1.0,True,False,False,2008,2008
eval_nova-pro_000189,seed_000189,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"Manhattan, New York","Manhattan, New York"
eval_nova-pro_000190,seed_000190,nova-pro,clean,,0.0,0.0,0.2222222222222222,,True,False,I don't know.,over 200 million
eval_nova-pro_000191,seed_000191,nova-pro,clean,,0.0,0.33333333333333337,0.27906976744186046,True,False,False,Videos and various multimedia content.,videos
eval_nova-pro_000192,seed_000192,nova-pro,clean,,0.0,0.0,0.2857142857142857,,True,False,I don't know.,California
eval_nova-pro_000193,seed_000193,nova-pro,clean,,0.0,0.0,0.3,,True,False,I don't know.,5 million
eval_nova-pro_000194,seed_000194,nova-pro,clean,,0.0,0.0,0.0,,True,False,,IO
eval_nova-pro_000195,seed_000195,nova-pro,clean,,1.0,1.0,1.0,True,False,False,2012,2012
eval_nova-pro_000196,seed_000196,nova-pro,clean,,1.0,1.0,1.0,True,False,False,"August 5, 1976","August 5, 1976"
eval_nova-pro_000197,seed_000197,nova-pro,clean,,0.0,0.6666666666666666,0.6666666666666666,True,False,False,"Wrocław, Poland",Wrocław
eval_nova-pro_000198,seed_000198,nova-pro,clean,,0.0,0.25,0.1935483870967742,False,False,False,"Snowflake Inc. was founded in San Mateo, California, and is headquartered in Menlo Park.",San Mateo
